Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date,Full Name,Height,Wikipedia,Sailor ID,email hash (gravatar md5),LinkedIn,Real Name,Instagram,Twitter,Endomondo
GBR,Nathan Batchelor,,,,,nathan.batchelor.79,,,,,,,,,,,
GBR,Neil Fulcher,,,,,,,,,,,,,,,,
GBR,Neil Huwell,,,,,,,,,,,,,,,,
GBR,Neil Martin,,,,,,,,,,,,,,,,
GBR,Neil Rabbitts,,,,,,,,,,,,,,,,
GBR,Neil Thomas,,,,,,,,,,,,,,,,
GBR,Neil Turner,,,,,,,,,,,,,,,,
GBR,Neil Willmott,,,,,,,,,,,,,,,,
GBR,Nell Rabbitts,,,,,,,,,,,,,,,,
GBR,Niall Ferguson,,,,,,,,,,,,,,,,
GBR,Nicholas Meadow,,,,,,,,,,,,,,,,
GBR,Nicholas Powell,,,,,,,,,,,,,,,,
GBR,Nicholas Smith,,,,,,,,,,,,,,,,
GBR,Nick Beloe,,,,,,,,,,,,,,,,
GBR,Nick Faulkener,,,,,,,,,,,,,,,,
GBR,Nick Martin,,,,,,,,,,,,,,,,
GBR,Nick Murray,,,,,,,,,,,,,,,,
GBR,Nick Peters,,,,,,,,,,,,,,,,
GBR,Nick Powell,,,,,,,,,,,,,,,,
GBR,Nick Thorp,,,,,,,,,,,,,,,,
GBR,Nick Turpin,,,,,,,,,,,,,,,,
GBR,Nick Willis,,,,,,,,,,,,,,,,
GBR,Nigel Annereau,,,,,,,,,,,,,,,,
GBR,Nigel Appleton,,,,,,,,,,,,,,,,
GBR,Nigel Brackenbury,,,,,,,,,,,,,,,,
GBR,Nigel Bultitude,,,,,,,,,,,,,,,,
GBR,Nigel Burt,,,,,,,,,,,,,,,,
GBR,Nigel Deane,,,,,,,,,,,,,,,,
GBR,Nigel James,,,,,,,,,,,,,,,,
GBR,Nigel Squirrell,,,,,,,,,,,,,,,,
GBR,Nigel Statham,,,,,,,,,,,,,,,,
GBR,Nigel Summers,,,,,,,,,,,,,,,,
GBR,Nigel Theodon,,,,,,,,,,,,,,,,
GBR,Nigel Treloar,,,,,,,,,,,,,,,,
GBR,Nigel Voght,,,,,,,,,,,,,,,,
GBR,Nigel Vooght,,,,,,,,,,,,,,,,
GBR,Noel Ensoll,,,,,,,,,,,,,,,,
GBR,Nolan Forward,,,,,,,,,,,,,,,,
GBR,Ollie Boyes,,,,,,,,,,,,,,,,
GBR,Olly Hopkins,,,,,,,,,,,,,,,,
GBR,Owen Mills,,,,,,,,,,,,,,,,
GBR,Ozzie Stewart,,,,,,,,,,,,,,,,
GBR,Patrick Mcgale,,,,,,,,,,,,,,,,
GBR,Patrick Moore,,,,,,,,,,,,,,,,
GBR,Paul Aldridge,,,,,,,,,,,,,,,,
GBR,Paul Barnbridge,,,,,,,,,,,,,,,,
GBR,Paul Beasley,,,,,,,,,,,,,,,,
GBR,Paul Brotherton,,,,,,,,,,,,,,,,
GBR,Paul Childs,,,,,,,,,,,,,,,,
GBR,Paul Davies,,,,,,,,,,,,,,,,
GBR,Paul Davis,,,,,,,,,,,,,,,,
GBR,Paul Elkington,,,,,,,,,,,,,,,,
GBR,Paul Foddy,,,,,,,,,,,,,,,,
GBR,Paul Lovesy,,,,,,,,,,,,,,,,
GBR,Paul Molesworth,,,,,,,,,,,,,,,,
GBR,Paul Oakey,,,,,,,,,,,,,,,,
GBR,Paul Walker,,,,,,,,,,,,,,,,
GBR,Paul Whitworth,,,,,,,,,,,,,,,,
GBR,Paul Wills,,,,,,,,,,,,,,,,
GBR,Paul Young,,,,,,,,,,,,,,,,
GBR,Penny Clark,,,,,,,,,,,,,,,,
GBR,Pete Brooke Houghton,,,,,,,,,,,,,,,,
GBR,Peter Bainbridge,,,,,,,,,,,,,,,,
GBR,Peter Ballam,,,,,,,,,,,,,,,,
GBR,Peter Burwood,,,,,,,,,,,,,,,,
GBR,Peter Coit,,,,,,,,,,,,,,,,
GBR,Peter Colclough,,Peter Colclough's crew in 1993 European Championships and 1994 National Championships was Stephen Jones – English. Peter Colclough's crew in the1981 uk world qualifing series was Harold Barnes,,,,,,,,,97a7c0a401bfdb9244ced0b388fb37a0,,,,,
GBR,Peter Dawson,,,,,,,,,,,,,,,,
GBR,Peter Fisher,,,,,,,,,,,,,,,,
GBR,Peter Fordham,,,,,,,,,,,,,,,,
GBR,Peter Greenwood,,,,,,,,,,,,,,,,
GBR,Peter Halliwell,,,,,,,,,,,,,,,,
GBR,Peter Kyne,,,,,,,,,,,,,,,,
GBR,Peter McIntyre,,,,,,,,,,,,,,,,
GBR,Peter Milburn,,,,,,,,,,,,,,,,
GBR,Peter Poole,,,,,,,,,,,,,,,,
GBR,Peter Sherwin,,,,,,,,,,,,,,,,
GBR,Peter Siddall,,,,,,,,,,,,,,,,
GBR,Peter Smithin,,,,,,,,,,,,,,,,
GBR,Peter Ward,,,,,,,,,,,,,,,,
GBR,Peter Way,,,,,,,,,,,,,,,,
GBR,Peter Willmott,,,,,,2020-10-25,,,,,,,,,,
GBR,Phil Brown,,,1951,,Philbrown202,,,,,,,,,,,
GBR,Phil Cotton,,,,,,,,,,,,,,,,
GBR,Phil Hardisty,,,,,,,,,,,,,,,,
GBR,Phil Milanes,,,,,,,,,,,,,,,,
GBR,Phil Ramming,,,,,,,,,,,,,,,,
GBR,Philip Baxter,,,,,,,,,,,,,,,,
GBR,Philip Brown,,,,,,,,,,,,,,,,
GBR,Philip Gibbons,,,,,,,,,,,,,,,,
GBR,Philip Gladman,,,,,,,,,,,,,,,,
GBR,Phillip Inscoe,,,,,,,,,,,,,,,,
GBR,Ralph Wadham,,,,,,,,,,,,,,,,
GBR,Ray Selling,,,,,,,,,,,,,,,,
GBR,Rich Berry,,,,,,,,,,,,,,,,
GBR,Richard Allen,,,,,,,,,,,,,,,,
GBR,Richard Anderton,,,,,,,,,,,,,,,,
GBR,Richard Berry,,,,,,,,,,,,,,,,
GBR,Richard Cave-Penney,,,,,,,,,,,,,,,,
GBR,Richard Creagh Osborne,,,,,,,,,,,,,,,,
GBR,Richard Gibb,Weston Sailing Club,,,,,,,,,,,,,,,
GBR,Richard Kerry,,,,,,,,,,,,,,,,
GBR,Richard Newnham,,,,,,,,,,,,,,,,
GBR,Richard Nurse,,,,,,,,,,,,,,,,
GBR,Richard Rowe,,,,,,,,,,,,,,,,
GBR,Richard Tew,,,,,,,,,,,,,,,,
GBR,Richard Tucker,,,,,,,,,,,,,,,,
GBR,Richard Williams,,,,,,,,,,,,,,,,
GBR,Ricky Willows,,,,,,,,,,,,,,,,
GBR,Rob Allen,,,,,,,,,,,,,,,,
GBR,Rob Martin,,,,,,,,,,,,,,,,
GBR,Rob Palmerone,,,,,,,,,,,,,,,,
GBR,Robbie Roberton,,,,,,,,,,,,,,,,
GBR,Robert Ahlheid,,,,,,,,,,,,,,,,
GBR,Robert Burdekin,,,,,,,,,,,,,,,,
GBR,Robert Longworth,,,,,,,,,,,,,,,,
GBR,Robert Napier,,,,,,,,,,,,,,,,
GBR,Robert Shaw,,,,,,,,,,,,,,,,
GBR,Robert Stallard,,,,,,,,,,,,,,,,
GBR,Robert Temple,,,,,,,,,,,,,,,,
GBR,Robert Trickett,,,,,,,,,,,,,,,,
GBR,Robert Wilkes,,,,,,,,,,,,,,,,
GBR,Robin Annett,,,,,,,,,,,,,,,,
GBR,Robin Farrant,,,,,,,,,,,,,,,,
GBR,Robin Moss,,,,,,,,,,,,,,,,
GBR,Robin Tetly,,,,,,,,,,,,,,,,
GBR,Robin Whittle,,,,,,,,,,,,,,,,
GBR,Robin Wood,,,,,,,,,,,,,,,,
GBR,Roger Deane,,,,,,,,,,,,,,,,
GBR,Roger Gilbert,,,,,,,,,,,,,,,,
GBR,Roger Sutcliffe,,,,,,,,,,,,,,,,
GBR,Ross Davies,,,,,,,,,,,,,,,,
GBR,Ross Kenney,,,,,,,,,,,,,,,,
GBR,Russ Hopkins,,,,,,,,,,,,,,,,
GBR,Russell Clark,,,,,,,,,,,,,,,,
GBR,Russell Peters,,,,,,,,,,,,,,,,
GBR,Russell Short,,,,,,,,,,,,,,,,
GBR,Russell Wheeler,,,,,,,,,,,,,,,,
GBR,S Lawrence,,,,,,,,,,,,,,,,
GBR,Sam Bird,,,,,,,,,,,,,,,,
GBR,Sam Pascoe,,,,,,,,,,,,,,,,
GBR,Scott Allen,,,,,,,,,,,,,,,,
GBR,Scott Dawson,,,,,,,,,,,,,,,,
GBR,Scott L Wallis,,,,,scott.l.wallis,,,,,,,,,,,
GBR,Sean Rankins,,,,,,,,,,,,,,,,
GBR,Shaun Moyler,,,,,,,,,,,,,,,,
GBR,Simon Briddon,,,,,,,,,,,,,,,,
GBR,Simon Clover,,,,,,,,,,,,,,,,
GBR,Simon Dabson,,,,,,,,,,,,,,,,
GBR,Simon Hawkes,,,,,,,,,,,,,,,,
GBR,Simon Hiscook,,,,,,,,,,,,,,,,
GBR,Simon Johnson,,,,,,,,,,,,,,,,
GBR,Simon Lake,,,,,,,,,,,,,,,,
GBR,Simon Morley,,,,,,,,,,,,,,,,
GBR,Simon Nelson,,,,,,,,,,,,,,,,
GBR,Simon Pestell,,,,,,,,,,,,,,,,
GBR,Simon Potts,,,,,,,,,,,,,,,,
GBR,Simon Rawlings,,,,,,,,,,,,,,,,
GBR,Simon Spratt,,,,,,,,,,,,,,,,
GBR,Simon Sydenham,,,,,,,,,,,,,,,,
GBR,Simon Wood,,,,,,,,,,,,,,,,
GBR,Stephen Bowen,,,,,,,,,,,,,,,,
GBR,Stephen Cottrell,,,,,,,,,,,,,,,,
GBR,Stephen Drakeford,,,,,,,,,,,,,,,,
GBR,Stephen Graham,,,,,,,,,,,,,,,,
GBR,Stephen Hunt,,,,,,,,,,,,,,,,
GBR,Stephen Northeast,,,,,,,,,,,,,,,,
GBR,Stephen Tew,,,,,,,,,,,,,,,,
GBR,Steve Adams,,,,,,,,,,,,,,,,
GBR,Steve Cooke,,,,,,,,,,,,,,,,
GBR,Steve Culpitt,,,,,,,,,,,,,,,,
GBR,Steve France,,,,,,,,,,,,,,,,
GBR,Steve Irish,,,,,,,,,,,,,,,,
GBR,Steve Lambourne,,,,,,,,,,,,,,,,
GBR,Steve Perkins,,,,,,,,,,,,,,,,
GBR,Steve Peters,,,,,,,,,,,,,,,,
GBR,Steve Todd,,,,,,,,,,,,,,,,
GBR,Steve Watson,,,,,,,,,,,,,,,,
GBR,Stewart Goodman,,,,,,,,,,,,,,,,
GBR,Stewart Mears,,,,,,,,,,,,,,,,
GBR,Stuart Ashton,,,,,,,,,,,,,,,,
GBR,Stuart Curtis,,,,,,,,,,,,,,,,
GBR,Suzanne Mcdermott,,,,,,,,,,,,,,,,
GBR,Terry Lawton,,,,,,,,,,,,,,,,
GBR,Terry Scutcher,,,,,,,,,,,,,,,,
GBR,Terry Selfe,,,,,,,,,,,,,,,,
GBR,Thomas Bruton,,,,,,,,,,,,,,,,
GBR,Thomas Carr,,,,,,,,,,,,,,,,
GBR,Tim Berry,,,,,,,,,,,,,,,,
GBR,Tim Bird,,,,,,,,,,,,,,,,
GBR,Tim Brooks,,,,,,,,,,,,,,,,
GBR,Tim Fells,,,,,,,,,,,,,,,,
GBR,Tim Hancock,,,,,,,,,,,,,,,,
GBR,Tim Hartley,,,,,,,,,,,,,,,,
GBR,Tim Marlow,,,,,,,,,,,,,,,,
GBR,Tim Merry,,,,,,,,,,,,,,,,
GBR,Tim Needham,,1988,,,,,,,,,,,,,,
GBR,Tim Octon,,,,,,,,,,,,,,,,
GBR,Tim Symons,,,,,,,,,,,,,,,,
GBR,Tim Williams,,,,,,,,,,,,,,,,
GBR,Timothy Whittle,,,,,,,,,,,,,,,,
GBR,Toby Winchester,,,,,,,,,,,,,,,,
GBR,Tom Clayton,,,,,,,,,,,,,,,,
GBR,Tom Darling,,,,,,,,,,,,,,,,
GBR,Tom Jeffcoate,,,,,,,,,,,,,,,,
GBR,Tom Philips,,,,,,,,,,,,,,,,
GBR,Tom Stivano,,,,,,,,,,,,,,,,
GBR,Tom Wain,,,,,,,,,,,,,,,,
GBR,Tom Ward,,,,,,,,,,,,,,,,
GBR,Tommy Nurse,,,,,,,,,,,,,,,,
GBR,Tony Merry,,,,,,,,,,,cc6f6022f2edc6ad488b987817f3dc34,,,,,
GBR,Tony Power,,,,,,,,,,,,,,,,
GBR,Tony Wattson,,,,,,,,,,,,,,,,
GBR,Tyler Harmsworth,,,,,,,,,,,,,,,,
GBR,Vernon Ralston,,,,,,,,,,,,,,,,
GBR,Victor Deschamps,,,,,,,,,,,,,,,,
GBR,Victor Stopp,,,,,,,,,,,,,,,,
GBR,Vincent Horey,,,,,,,,,,,,,,,,
GBR,Walter Doule,,,,,,,,,,,,,,,,
GBR,Wayne Adams,,,,,,,,,,,,,,,,
GBR,Wayne Skelton-Church,,,,,,,,,,,683a2f9ff5d9da61ff4db6c5c93896b0,,,,,
GBR,Will Hartje,,,,,,,,,,,,,,,,
GBR,Will Waddington,,,,,,,,,,,,,,,,
GBR,William Garnier,,,,,,,,,,,,,,,,
GBR,William Goodacre,,,,,,,,,,,,,,,,
GBR,William Ingram,,,,,,,,,,,,,,,,
GER,Achia Funk,,,,,,,,,,,,,,,,
GER,Adalbert Kluck,,,,,,,,,,,,,,,,
GER,Adrien Lasnier,,,,,,,,,,,,,,,,
GER,Agnes Berggren,,,,,,,,,,,,,,,,
GER,Ailyn Hofmann,,,,,,,,,,,,,,,,
GER,Alena-Larissa Wilkens,,,,,,,,,,,,,,,,
GER,Alex Cross,,,,,,,,,,,,,,,,
GER,Alexander Göggle,,,,,,,,,,,,,,,,
GER,Alexander Happ,,,,,,,,,,,,,,,,
GER,Alexander Hoesen,,,,,,,,,,,,,,,,
GER,Alexander Kirchmann,,,,,,,,,,,,,,,,
GER,Alexander Kodisch,,,,,,,,,,,,,,,,
GER,Alexander Krohmer,,,,,,,,,,,,,,,,
GER,Alexander Lampert,,,,,,,,,,,,,,,,
GER,Alexander Mertens,,,,,,,,,,,,,,,,
GER,Alexander Morgenstern,,,,,,,,,,,,,,,,
GER,Alexander Neddermeier,,,,,,,,,,,,,,,,
GER,Alexander Schulte,,,,,,,,,,,,,,,,
GER,Alexander Steger,,,,,,,,,,,,,,,,
GER,Alexander Swade,,,,,,,,,,,,,,,,
GER,Alexander von Mertens,,,,,,,,,,,,,,,,
GER,Alexander Wilhelm,,,,,,,,,,,,,,,,
GER,Alexandra Schulz,,,,,,,,,,,,,,,,
GER,Alexandra Wahler,,,,,,,,,,,,,,,,
GER,Alfred Kempf,,,,,,,,,,,,,,,,
GER,Andi Thomsen,,,,,,,,,,,,,,,,
GER,Andre Fischer,,,,,,,,,,,,,,,,
GER,André Müller,,,,,,,,,,,,,,,,
GER,Andre Teutenberg,,,,,,,,,,,,,,,,
GER,Andre Tirre,,,,,,,,,,,,,,,,
GER,André Zander,,,,,,,,,,,,,,,,
GER,Andrea Schawitzke,,,,,,,,,,,,,,,,
GER,Andréas Achterberg,,,1969,,,,,,,,,,,,,
GER,Andreas Beckman,,,,,,,,,,,,,,,,
GER,Andreas Beckmann,,,,,,,,,,,,,,,,
GER,Andreas Bock,,,,,,,,,,,,,,,,
GER,Andreas Dietze,,,,,,,,,,,,,,,,
GER,Andreas Dillmann,,,,,,,,,,,,,,,,
GER,Andreas Göggel,,,,,,,,,,,,,,,,
GER,Andreas Happich,,,,,,,,,,,,,,,,
GER,Andreas Jakob,,,,,,,,,,,,,,,,
GER,Andreas John,,,,,,,,,,,,,,,,
GER,Andréas Jungclaus,,,,,,,,,,,,,,,,
GER,Andreas Klein,,,,,,,,,,,,,,,,
GER,Andreas Kleis,,,,,,,,,,,,,,,,
GER,Andreas Kleist,,,,,,,,,,,,,,,,
GER,Andreas Knuth,,,,,,,,,,,,,,,,
GER,Andreas Lehmann,,,,,,,,,,,,,,,,
GER,Andreas Linder,,,,,,,,,,,,,,,,
GER,Andreas Linhart,,,,,,,,,,,,,,,,
GER,Andreas Lucko,,,,,,,,,,,,,,,,
GER,Andreas Müller,,,,,,,,,,,,,,,,
GER,Andreas Poppe,,,,,,,,,,,,,,,,
GER,Andreas Porth,,,,,,,,,,,,,,,,
GER,Andreas Roller,,,,,,,,,,,,,,,,
GER,Andreas Schlüter,,,,,,,,,,,,,,,,
GER,Andreas Schmidt,,,,,,,,,,,,,,,,
GER,Andreas Schulter,,,,,,,,,,,,,,,,
GER,Andreas Seiffert,,,,,,,,,,,,,,,,
GER,Andreas Stickel,,,,,,,,,,,,,,,,
GER,Andreas Tanner,,,,,,,,,,,,,,,,
GER,Andreas Thomsen,,,,,,,,,,,,,,,,
GER,Anekathrin Ehmann,,,,,,,,,,,,,,,,
GER,Anette Hessel,,,,,,,,,,,,,,,,
GER,Anette Leiser,,,,,,,,,,,,,,,,
GER,Angela Müller,,,,,,,,,,,,,,,,
GER,Angela Stenger,,,,,,,,,,,,,,,,
GER,Anika Kébreau,,,,,,,,,,,,,,,,
GER,Anika Kerkow,,,,,,,,,,,,,,,,
GER,Anika Wollenbecker,,,,,,,,,,,,,,,,
GER,Anja Grotheer,,,,,,,,,,,,,,,,
GER,Anja Ludwig,,,,,,,,,,,,,,,,
GER,Anja Stengel,,,,,,,,,,,,,,,,
GER,Anja Thiess,,,,,,,,,,,,,,,,
GER,Anna Dorothea Schipler,,,,,,,,,,,,,,,,
GER,Anna Hauschild,,,,,,,,,,,,,,,,
GER,Anna Heinisch,,,,,,,,,,,,,,,,
GER,Anna Höll,,,,,,,,,,,,,,,,
GER,Anna Lang,,,,,,,,,,,,,,,,
GER,Anna Lienau,,,,,,,,,,,,,,,,
GER,Anna Schipler,,,,,,,,,,,,,,,,
GER,Anna Stölken,,,,,,,,,,,,,,,,
GER,Anne Nehrenberg,,,,,,,,,,,,,,,,
GER,Anne Schreiber,,,,,,,,,,,,,,,,
GER,Annegret Rieck,,,,,,,,,,,,,,,,
GER,Annette Gebauer,,,,,,,,,,,,,,,,
GER,Annette Thiel,,,,,,,,,,,,,,,,
GER,Annika Lüneberg,,,,,,,,,,,,,,,,
GER,Annika Seiffert,,,,,,,,,,,,,,,,
GER,Anselm Bracht,,,,,,,,,,,,,,,,
GER,Antje Gosch,,,,,,,,,,,,,,,,
GER,Antje Paulsen,,,,,,,,,,,,,,,,
GER,Antje Sauter,,,,,,,,,,,,,,,,
GER,Antje Schneidewind,,,,,,,,,,,,,,,,
GER,Antje von Hoyer,,,,,,,,,,,,,,,,
GER,Antoine Godet,,,,,,,,,,,,,,,,
GER,Anton Hölscher,,,,,,,,,,,,,,,,
GER,Antonia Zellner,,,,,,,,,,,,,,,,
GER,Arend Brugmans,,,,,,,,,,,,,,,,
GER,Armin Hoechst,,,,,,,,,,,,,,,,
GER,Armin Splisteaser,,,,,,,,,,,,,,,,
GER,Arnd Hover,,,,,,,,,,,,,,,,
GER,Arnd Howar,,,,,,,,,,,,,,,,
GER,Arne Schomöcker,,,,,,,,,,,,,,,,
GER,Arne Wittemer,,,,,,,,,,,,,,,,
GER,Aron Tellen,,,,,,,,,,,,,,,,
GER,Arwed Meyer,,,,,,,,,,,,,,,,
GER,Astrid Mesenbrink,,,,,,,,,,,,,,,,
GER,Axel Dierich,,,,,,,,,,,,,,,,
GER,Axel Isler,,,,,,,,,,,,,,,,
GER,Axel Lenderoth,,,,,,,,,,,,,,,,
GER,Axel Oberemm,,,,,,,,,,,,,,,,
GER,Axel Oetken,,,,,,,,,,,,,,,,
GER,Axel Reese,,,,,,,,,,,,,,,,
GER,Axel Schult,,,,,,,,,,,,,,,,
GER,Axel Seemann,,,,,,,,,,,,,,,,
GER,Barbara Jesse,,,,,,,,,,,,,,,,
GER,Barbara Kloth,,,,,,,,,,,,,,,,
GER,Barbara Wand,,,,,,,,,,,,,,,,
GER,Basti Henning,,,,,,,,,,,,,,,,
GER,Bastian Henning,,,,,,,,,,,,,,,,
GER,Bastian Horstmann,,,,,,,,,,,,,,,,
GER,Bastian Wyschka,,,,,,,,,,,,,,,,
GER,Benedict Pearson,,,,,,,,,,,,,,,,
GER,Benedikt Brüggemann,,,,,,,,,,,,,,,,
GER,Benedikt Northoff,,,,,,,,,,,,,,,,
GER,Benedikt Schulte,,,,,,,,,,,,,,,,
GER,Benjamin Bintig,,,,,,,,,,,,,,,,
GER,Benjamin Gröger,,,,,,,,,,,,,,,,
GER,Benjamin Großkurth,,,,,,,,,,,,,,,,
GER,Benjamin Lasnier,,,,,,,,,,,,,,,,
GER,Berend Terveer,,,,,,,,,,,,,,,,
GER,Berggren Johannes,,,,,,,,,,,,,,,,
GER,Bernd Heinisch,,,,,,,,,,,,,,,,
GER,Bernd Kowalzig,,,,,,,,,,,,,,,,
GER,Bernd Lenz,,,,,,,,,,,,,,,,
GER,Bernd Meier,,,,,,,,,,,,,,,,
GER,Bernd Rasenack,,,,,,,,,,,,,,,,
GER,Bettina Dittemer,,,,,,,,,,,,,,,,
GER,Birgit Deters,,,,,,,,,,,,,,,,
GER,Birgit Hartmann,,,,,,,,,,,,,,,,
GER,Birgit Kohl,,,,,,,,,,,,,,,,
GER,Bjoern Simmes,,,,,,,,,,,,,,,,
GER,Björn Helmenichs,,,,,,,,,,,,,,,,
GER,Björn Hollenbeck,,,,,,,,,,,,,,,,
GER,Bjorn Schaar,,,,,,,,,,,,,,,,
GER,Björn Schwiemann,,,,,,,,,,,,,,,,
GER,Björn von Dahl,,,,,,,,,,,,,,,,
GER,Björn Witthaus,,,,,,,,,,,,,,,,
GER,Boris Baltzer,,,,,,,,,,,,,,,,
GER,Braun Falico,,,,,,,,,,,,,,,,
GER,Brigitte Preuss,,,,,,,,,,,,,,,,
GER,Britta Knöller,,,,,,,,,,,,,,,,
GER,Bruno Landage,,,,,,,,,,,,,,,,
GER,Bruno Laudage,,,,,,,,,,,,,,,,
GER,Burghard Vierth,,,,,,,,,,,,,,,,
GER,Burkhard Vierth,,,,,,,,,,,,,,,,
GER,C. Dittmers,,,,,,,,,,,,,,,,
GER,C. Wollenbecker,,,,,,,,,,,,,,,,
GER,Carl Riebe,,,,,,,,,,,,,,,,
GER,Carlo Mäge,,,,,,,,,,,,,,,,
GER,Carl-Peter Forster,,,,,,,,,,,,,,,,
GER,Carl-Uwe Böttner,,,,,,,,,,,,,,,,
GER,Carmen Bernitt,,,,,,,,,,,,,,,,
GER,Carola Bernecker,,,,,,,,,,,,,,,,
GER,Carolin Tiegel,,,,,,,,,,,,,,,,
GER,Caroline Szesny,,,,,,,,,,,,,,,,
GER,Carsten Engel,,,,,,,,,,,,,,,,
GER,Carsten Hammer,,,,,,,,,,,,,,,,
GER,Carsten Hehl,,,,,,,,,,,,,,,,
GER,Carsten Kowalski,,,,,,,,,,,,,,,,
GER,Carsten Krauß,,,,,,,,,,,,,,,,
GER,Carsten Seeger,,,,,,,,,,,,,,,,
GER,Carsten Vessbach,,,,,,,,,,,,,,,,
GER,Carsten Zippel,,,,,,,,,,,,,,,,
GER,Catrin Janssen,,,,,,,,,,,,,,,,
GER,Christian Baltzer,,,,,,,,,,,,,,,,
GER,Christian Barke,,,,,,,,,,,,,,,,
GER,Christian Bühring-Uhle,,,,,,,,,,,,,,,,
GER,Christian Dörr,,,,,,,,,,,,,,,,
GER,Christian Engl,,,,,,,,,,,,,,,,
GER,Christian Faust,,,,,,,,,,,,,,,,
GER,Christian Henge,,,,,,,,,,,,,,,,
GER,Christian Janßen,,,,,,,,,,,,,,,,
GER,Christian Kellner,,,1967,,,,,,,,,,,,,
GER,Christian Koop,,,,,,,,,,,,,,,,
GER,Christian Labenz,,,,,,,,,,,,,,,,
GER,Christian Lempp,,,,,,,,,,,,,,,,
GER,Christian Lindemann,,,,,,,,,,,,,,,,
GER,Christian Mack,,,,,,,,,,,,,,,,
GER,Christian Meier-Kothe,,,,,,,,,,,,,,,,
GER,Christian Meissner,,,,,,,,,,,,,,,,
GER,Christian Müllejans,,,,,,,,,,,,,,,,
GER,Christian Niefert,,,,,,,,,,,,,,,,
GER,Christian Paschen,,,,,,,,,,,,,,,,
GER,Christian Schäfer,,,,,,,,,,,,,,,,
GER,Christian Schönbach,,,,,,,,,,,,,,,,
GER,Christian Schulze,,,,,,,,,,,,,,,,
GER,Christian Schuster,,,,,,,,,,,,,,,,
GER,Christian Sonntag,,,,,,,,,,,,,,,,
GER,Christian Stadler,,,,,,,,,,,,,,,,
GER,Christian Stienen,,,,,,,,,,,,,,,,
GER,Christian Voggeser,,,,,,,,,,,,,,,,
GER,Christian Winkel,,,,,,,,,,,,,,,,
GER,Christian Zils,,,,,,,,,,,,,,,,
GER,Christiane Giefers,,,,,,,,,,,,,,,,
GER,Christina Berggren,,,,,,,,,,,,,,,,
GER,Christina Burger,,,,,,,,,,,,,,,,
GER,Christina Friedrich,,,,,,,,,,,,,,,,
GER,Christina Höll,,,,,,,,,,,,,,,,
GER,Christina Wilhelm,,,,,,,,,,,,,,,,
GER,Christine Pöhl,,,,,,,,,,,,,,,,
GER,Christine Schaal-Lehr,,,,,,,,,,,,,,,,
GER,Christine Wegner,,,,,,,,,,,,,,,,
GER,Christof Devenoges,,,,,,,,,,,,,,,,
GER,Christoff Blecken,,,,,,,,,,,,,,,,
GER,Christoph Böckle,,,,,,,,,,,,,,,,
GER,Christoph Demarczyk,,,,,,,,,,,,,,,,
GER,Christoph Fuchs,,,,,,,,,,,,,,,,
GER,Christoph Häuser,,,,,,,,,,,,,,,,
GER,Christoph Hessel,,,,,,,,,,,,,,,,
GER,Christoph Klein,,,,,,,,,,,,,,,,
GER,Christoph Köster,,,,,,,,,,,,,,,,
GER,Christoph Müller,,,,,,,,,,,,,,,,
GER,Christoph Swade,,,,,,,,,,,,,,,,
GER,Christopher Jantz,,,,,,,,,,,,,,,,
GER,Christopher Opielok,,,,,,,,,,,,,,,,
GER,Claas de Jong,,,,,,,,,,,,,,,,
GER,Claas Lehmann,,,,,,,,,,,,,,,,
GER,Claudia Conrads,,,,,,,,,,,,,,,,
GER,Claudia Kroll,,,,,,,,,,,,,,,,
GER,Claudius Zeiler,,,,,,,,,,,,,,,,
GER,Claus Bornhorst,,,,,,,,,,,,,,,,
GER,Claus Tiedemann,,,,,,,,,,,,,,,,
GER,Claus-Michael Lehr,,,,,,,,,,,,,,,,
GER,Cord-Henrich Lefhalm,,,,,,,,,,,,,,,,
GER,Cornelia Dreier,,,,,,,,,,,,,,,,
GER,Cornelius Heeschen,,,,,,,,,,,,,,,,
GER,D. Keller,,,,,,,,,,,,,,,,
GER,Dagmar Jans,,,,,,,,,,,,,,,,
GER,Daniel Czeninga,,,,,,,,,,,,,,,,
GER,Daniel Fürl,,,,,,,,,,,,,,,,
GER,Daniel Kreischer,,,,,,,,,,,,,,,,
GER,Daniel Labhart,,,,,,,,,,,,,,,,
GER,Daniel Neubomm,,,,,,,,,,,,,,,,
GER,Daniel Schnorrenberg,,,,,,,,,,,,,,,,
GER,Daniel van Bonn,,,,,,,,,,,,,,,,
GER,Daniel Van Bonn,,,,,,,,,,,,,,,,
GER,Daniel Wehden,,,,,,,,,,,,,,,,
GER,Daniel Winkel,,,,,,,,,,,,,,,,
GER,Daniel Zenker,,,,,,,,,,,,,,,,
GER,Dave Farmer,,,,,,,,,,,,,,,,
GER,David Thiemann,,,,,,,,,,,,,,,,
GER,Davina Schlesiger,,,,,,,,,,,,,,,,
GER,Detlef Nill,,,,,,,,,,,,,,,,
GER,Detlef Stock,,,,,,,,,,,,,,,,
GER,Dierk Möller,,,,,,,,,,,,,,,,
GER,Dieter Brehm,,,,,,,,,,,,,,,,
GER,Dieter Cordes,,,,,,,,,,,,,,,,
GER,Diethardt Freye,,,,,,,,,,,,,,,,
GER,Dietrich Kirchner,,,,,,,,,,,,,,,,
GER,Dietrich Scheder-Bieschin,,,,,,,,,,,,,,,,
