Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date,Full Name,Height,Wikipedia,Sailor ID
POL,Stefan Romanik,Klub Sportowy Spójnia Warszawa,,1988,,,,,,,
POL,Szczepan Tomaszewski,,,,,,,,,,
POL,Szymon Janiak,,,,,,,,,,
POL,Szymon Kabała,,,,,,,,,,
POL,Szymon Swosiński,,,,,,,,,,
POL,Szymon Szymik,,,,,,,,,,
POL,Szymon Wierzbicki,,,,,,,,,,
POL,Tobiasz Zajączkowski,,,,,,,,,,
POL,Tomasz Brzozowski,KŻ Horn Kraków,,,,,,,,,
POL,Tomasz Frydrychowicz,,,,,,,,,,
POL,Tomasz Grzybowski,,,,,,,,,,
POL,Tomasz Idzikowski,,,,,,,,,,
POL,Tomasz Korda,,,,,,,,,,
POL,Tomasz Micewicz,,,,,,,,,,
POL,Tomasz Polikowski,Yacht Klub Stal Gdynia,,1980,,,,,,,
POL,Tomasz Zubelewicz,,,,,,,,,,
POL,Tymon Sadowski,,,,,,,,,,
POL,Wiktoria Lasek,,,,,,,,,,
POL,Władysław Kondej,AZS Poznań,,,,,,,,,
POL,Wojciech Gierak,,,,,,,,,,
POL,Wojciech Kasprzyk,,,,,,,,,,
POL,Zbigniew Doch,,,,,,,,,,
POL,Zbigniew Monkiewicz,,,,,,,,,,
POL,Zbisław Lasek,,,,,,,,,,
RSA,Adam van der Ploeg,,,,,,,,,,
RSA,Adrian Gornall,,,,,,,,,,
RSA,Alan Franklin,KZN,,,,,,,,,
RSA,Alan Haylett,VLC,,,,,,,,,
RSA,Albrecht Holm,Pretoria Sailing Club,,,,,,,,,
RSA,Alexander Ham,,,,,,,,,,
RSA,Allan Lewthwaite,,,,,,,,,,
RSA,Amber de Dekker,,,,,,,,,,
RSA,Andre Eigelaar,,,,,,,,,,
RSA,Andrew Arnold,,,,,,,,,,
RSA,Andrew Arthur,,,,,,,,,,
RSA,Andrew Heathcote,,,,,,,,,,
RSA,Anthony Parker,,,,,,,,,,
RSA,Anton Ellens,KZN,,,,,,,,,
RSA,Barry Hundley,,,,,,,,,,
RSA,Belinda Fraser,,,,,,,,,,
RSA,Ben de Klerk,,,,,,,,,,
RSA,Bob Crisp,International Liaison,,,,,,,,,
RSA,Bobby Dutton,,,,,,,,,,
RSA,Brennan Robinson,,,,,,,,,,
RSA,Brett von Budenbrock,,,,,,,,,,
RSA,Bronwen Klaas,,,,,,,,,,
RSA,Bronwyn Klaas,,,,,,,,,,
RSA,Carl Zimmerman,,,,,,,,,,
RSA,Charles Crosby,Pretoria Sailing Club,,,,,,,,,
RSA,Chris Oosthuizen,PYC,,,,,,,,,
RSA,CJ Milln,,,,,,,,,,
RSA,Clive Whitburn,,,,,,,,,,
RSA,Colin Becker,,,,,,,,,,
RSA,Courtney Ballantyne,,,,,,,,,,
RSA,Craig Parker,,,,,,,,,,
RSA,Dale Kushner,,,,,,,,,,
RSA,Danie Ungerer,,,,,,,,,,
RSA,Daniel Eigelaar,,,,,,,,,,
RSA,Daniel Snyman,,,,,,,,,,
RSA,Dave Grieve,,,,,,,,,,
RSA,David Rae,,,,,,,,,,
RSA,David Vinnicombe,,,,,,,,,,
RSA,Dennis Lapham,,,,,,,,,,
RSA,Derek Nortjie,,,,,,,,,,
RSA,Dietmar Holm,Pretoria Sailing Club,,,,,,,,,
RSA,Dirk Rother,,,,,,,,,,
RSA,Dirk Von der Fecht,,,,,,,,,,
RSA,Ditmar Herman,VLC,,,,,,,,,
RSA,Dudley Isaacs,,,,,,,,,,
RSA,Dudley Thomson,,,,,,,,,,
RSA,Dylan Leroux,,,,,,,,,,
RSA,Eddie Forster,,,,,,,,,,
RSA,Euan Hurter,,,,,,,,,,
RSA,Evert Groenewald,,,,,,,,,,
RSA,Ferdinand Holm,Pretoria Sailing Club,,,,,,,,,
RSA,Flynn Robson,,,,,,,,,,
RSA,Frank Silberbauer,,,,,,,,,,
RSA,Georgou Divaris,,,,,,,,,,
RSA,Gordon Quarmby,,,,,,,,,,
RSA,Grant Ballantyne,,,,,,,,,,
RSA,Greg Barnard,,,,,,,,,,
RSA,Gregg Dobson,,,,,,,,,,
RSA,Gregg Hurter,,,,,,,,,,
RSA,Hans Rogotzki,,,,,,,,,,
RSA,Harry Ellens,KZN,,,,,,,,,
RSA,Henko Holtzhausen,,,,,,,,,,
RSA,Ian Hogg,,,,,,,,,,
RSA,Ian Jones,,,,,,,,,,
RSA,James Largier,,,,,,,,,,
RSA,James Spikesly,,,,,,,,,,
RSA,Jan Milne,,,,,,,,,,
RSA,Jason Honeywell,,,,,,,,,,
RSA,Jay D'Engle,,,,,,,,,,
RSA,John Archer,,,,,,,,,,
RSA,John Lindemann,,,,,,,,,,
RSA,Jonathan Ham,,,,,,,,,,
RSA,Jonathan Norton,,,,,,,,,,
RSA,Karl Kuhn,,,,,,,,,,
RSA,Kevin Foreman,,,,,,,,,,
RSA,Kevin O'Connor,,,,,,,,,,
RSA,Kobus Holtzhausen,,,,,,,,,,
RSA,Kyle Klaas,,,,,,,,,,
RSA,Leon Prinsloo,,,,,,,,,,
RSA,Malcom Möller,,,,,,,,,,
RSA,Marc Bouwer,,,,,,,,,,
RSA,Mark Abbotts,,,,,,,,,,
RSA,Mark Biagio,,,,,,,,,,
RSA,Mark Biaglo,,,,,,,,,,
RSA,Mark Rogotski,,,,,,,,,,
RSA,Matthew McCrystal,,,,,,,,,,
RSA,Michael Biagio,,,,,,,,,,
RSA,Michael Giles,,,,,,,,,,
RSA,Mike Doveton,,,,,,,,,,
RSA,Mike Klostermann,,,,,,,,,,
RSA,Mike Price,,,,,,,,,,
RSA,Nicholas Abbotts,,,,,,,,,,
RSA,Nigel Milln,KZN,,,,,,,,,
RSA,Patrick McCosh,,,,,,,,,,
RSA,Peter Cardwell,,,,,,,,,,
RSA,Peter Funke,,,,,,,,,,
RSA,Peter Hishin,,,,,,,,,,
RSA,Peter Holt,,,,,,,,,,
RSA,Peter Owen,,,,,,,,,,
RSA,Peter Roos,,,,,,,,,,
RSA,Peter Sreger,,,,,,,,,,
RSA,Peter Vinnicombe,,,,,,,,,,
RSA,Phil Bennet,Victoria Lake Club,,,,,,,,,
RSA,Phillip Bennett,,,,,,,,,,
RSA,Randolph Verheij,,,,,,,,,,
RSA,Richard Hutton-Squire,,,,,,,,,,
RSA,Richard Parker,,,,,,,,,,
RSA,Rick Shearar,Pretoria Sailing Club,,,,,,,,,
RSA,Ricky Robinson,,,,,,,,,,
RSA,Rob Hancock,KZN,,,,,,,,,
RSA,Rob McCrystal,,,,,,,,,,
RSA,Rob M'Crystal,VLC,,,,,,,,,
RSA,Robbie Willcox,Victoria Lake Club,,,,,,,,,
RSA,Robert Crisp,,,,,,,,,,
RSA,Robert von Gruenewaldt,,,,,,,,,,
RSA,Roger Warner,,,,,,,,,,
RSA,Ross Robson,,,,,,,,,,
RSA,Roy Dunster,,,,,,,,,,
RSA,Rudolph Holm,Pretoria Sailing Club,,,,,,,,,
RSA,Ryan Avery,,,,,,,,,,
RSA,Ryan Robinson,,,,,,,,,,
RSA,Scott Quarmby,,,,,,,,,,
RSA,Sean Ballantyne,,,,,,,,,,
RSA,Stefan Kuhn,,,,,,,,,,
RSA,Stephan Kuhn,Pretoria Sailing Club,,,,,,,,,
RSA,Steve Hegerström,PSC,,,,,,,,,
RSA,Sue-Ellen Biagio,,,,,,,,,,
RSA,Thomas Fischer,,,,,,,,,,
RSA,Tim Archer,,,,,,,,,,
RSA,Tim Gibbons,,,,,,,,,,
RSA,Tina Plattner,,,,,,,,,,
RSA,Tom Fisher,,,,,,,,,,
RSA,Tony Allison,,,,,,,,,,
RSA,Tony Baker,Victoria Lake Club,,,,,,,,,
RSA,Tony Murray,,,,,,,,,,
RSA,Warren Arthur,,,,,,,,,,
RSA,Warren von Buddenbrack,,,,,,,,,,
RSA,Warren von Budenbrock,,,,,,,,,,
RSA,Warwick Ham,PSC,,,,,,,,,
RSA,Willem Buhrmann,,,,,,,,,,
RSA,Wouter Langhout,,,,,,,,,,
SIN,Alan Barnes,,,,,,,,,,
SIN,Jeffrey Leow,,,,,,,,,,
SIN,Sally Barnes,,,,,,,,,,
SIN,Yuen Loke Kong,,,,,,,,,,
SUI,Adrian Iten,,,,,,,,,,
SUI,Alain Brasey,,,,,,,,,,
SUI,Ammann Walter,,,,,,,,,,
SUI,Andreas Kindlimann,,,,,,,,,,
SUI,Axel Meyer
SUI,Beat Waser,,,,,,,,,,
SUI,Benedict Devaud
SUI,Christian Mesli,,,,,,,,,,
SUI,Daniela Zoller,,,,,,,,,,
SUI,David Dürr
SUI,Dominik Haitz,,,,,,,,,,
SUI,Florian Stauffer,,,,,,,,,,
SUI,Giles Donzé,,,,,,,,,,
SUI,Gilles Petermann,,,,,,,,,,
SUI,Jean-Francois de Cerjat,,,,,,,,,,
SUI,Jean-Marc Monnard,,,,,,,,,,
SUI,Jean-Marie Tinembart,,,,,,,,,,
SUI,Jean-Philippe Senn,,,,,,,,,,
SUI,John Bergquist,,,,,,,,,,
SUI,Josef Zuppiger,,,,,,,,,,
SUI,Jürg Weber,,,,,,,,,,
SUI,Laurent Grob,,,,,,,,,,
SUI,Lionel Hollinger,,,,,,,,,,
SUI,Lorenz Nydegger,,,,,,,,,,
SUI,Luc Schultheiss,,,,,,,,,,
SUI,Lucien Keller,,,,,,,,,,
SUI,Marc Froidevaux,,,,,,,,,,
SUI,Marc H. Collomb,,,,,,,,,,
SUI,Marcell Plüss,,,,,,,,,,
SUI,Markus Gericke,,,,,,,,,,
SUI,Markus Heilig,,,,,,,,,,
SUI,Marti Bohrens,,,,,,,,,,
SUI,Martin Ingold,,,,,,,,,,
SUI,Martin Nydegger,,,,,,,,,,
SUI,Martins Bohrens,,,,,,,,,,
SUI,Matthias Märki,,,,,,,,,,
SUI,Michel Rotache,,,,,,,,,,
SUI,Othmar Zoller,,,,,,,,,,
SUI,Patrick Ducommun,,,,,,,,,,
SUI,Pawel Studler,,,,,,,,,,
SUI,Peter Schweizer,,,,,,,,,,
SUI,Philippe Jacot,,,,,,,,,,
SUI,Phillip Grob,,,,,,,,,,
SUI,Res Schürch,,,,,,,,,,
SUI,Reto Walser,,,,,,,,,,
SUI,Ruedi Christen,,,,,,,,,,
SUI,Sacha Wirth,,,,,,,,,,
SUI,Samuel Bacher,,,,,,,,,,
SUI,Stephan Rueger,,,,,,,,,,
SUI,Stéphane Burri,,,,,,,,,,
SUI,Toni Utiger,CVE Cercle de la Voile Estavayer,,1965,,toni.utiger,,,,,
SUI,Valéry Jacot,,,,,,,,,,
SUI,Walter Ammann,,,,,,,,,,
SUI,Yvan de Rham,,,,,,,,,,
SUI,Yves Reinacher,,,,,,,,,,
SUI,Yvo Dürr,,,,,,,,,,
SWE,Albert Lawenius,,,,,,,,,,
SWE,Alexander Gleerup,,,,,,,,,,
SWE,Anders Avén,,,,,,,,,,
SWE,Anders Barne,,,,,,,,,,
SWE,Anders Dahlén,,,,,,,,,,
SWE,Anders Ekberg,,,,,,,,,,
SWE,Anders Eklund,,,,,,,,,,
SWE,Anders Hellekant,,,,,,,,,,
SWE,Anders Johansson,,,,,,,,,,
SWE,Anders Malmström,,,,,,,,,,
SWE,Anders Nilsson,,,,,,,,,,
SWE,Anders Nordström,,,,,,,,,,
SWE,Andreas Carlsson,,,,,,,,,,
SWE,Andreas Karoliussen,,,,,,,,,,
SWE,Axel Danielsson,,,,,,,,,,
SWE,Axel Hampe,,,,,,,,,,
SWE,Axel Hultgren,,,,,,,,,,
SWE,Bengt Hansson,,,,,,,,,,
SWE,Bengt Magnusson,,,,,,,,,,
SWE,Bengt Sareyko,,,,,,,,,,
SWE,Bengt Zachrisson,,,,,,,,,,
SWE,Björn Thews,,,,,,,,,,
SWE,Bo Ferm,,,,,,,,,,
SWE,Bo Ringdahl,,,,,,,,,,
SWE,Camilla Jönsson,,,,,,,,,,
SWE,Caroline Lexén,,,,,,,,,,
SWE,Christen Ruedi,,,,,,,,,,
SWE,Christer Båth,,,,,,,,,,
SWE,Christian Harding,,,,,,,,,,
SWE,Christian Madsen,,,,,,,,,,
SWE,Claes Boman,,,,,,,,,,
SWE,Claes Gustavsson,,,,,,,,,,
SWE,Claes Thurell,,,,,,,,,,
SWE,Colin Treseler,,,,,,,,,,
SWE,Curt Lestrup,,,,,,,,,,
SWE,Dan Göransson,,,,,,,,,,
SWE,Daniel Brun,,,,,,,,,,
SWE,Daniel Lundahl,,,,,,,,,,
SWE,Daniel Rodhe,,,,,,,,,,
SWE,David Lawenius,,,,,,,,,,
SWE,Douglas Wångdahl,,,,,,,,,,
SWE,Ebbe Rosén,,,,,,,,,,
SWE,Erik Kallin,,,,,,,,,,
SWE,Erik Strandmark,,,,,,,,,,
SWE,Erik Wallmark,,,,,,,,,,
SWE,Erika Heander,,,,,,,,,,
SWE,Felix Stööp Lindgren,,,,,,,,,,
SWE,Flemming Nilausen,,,,,,,,,,
SWE,Frank Bach,,,,,,,,,,
SWE,Fredrik Bach,,,,,,,,,,
SWE,Fredrik Hansson,,,,,,,,,,
SWE,Fredrik Molander,,,,,,,,,,
SWE,Galen Mack,,,,,,,,,,
SWE,Gerry Högberg,,,,,,,,,,
SWE,Göran Andersson,,,,,,,,,,
SWE,Göran Eckeström,,,,,,,,,,
SWE,Göran Källfeldt,,,,,,,,,,
SWE,Göran Petersson,,,,,,,,,,
SWE,Gunilla Berg,,,,,,,,,,
SWE,Gunnar Krantz,,,,,,,,,,
SWE,Gustav Franzén,,,,,,,,,,
SWE,Gustav von Sydow,,,,,,,,,,
SWE,Håkan Larsson,,,,,,,,,,
SWE,Hans Heijl,,,,,,,,,,
SWE,Hans Lindh,,,,,,,,,,
SWE,Henrik Gustafsson,,,,,,,,,,
SWE,Ingrid Söderström,,,,,,,,,,
SWE,Jacob Reuterskiöld,,,,,,,,,,
SWE,Jakob Lindvall,,,,,,,,,,
SWE,Jan Andersson,,,,,,,,,,
SWE,Jan Bergström,,,,,,,,,,
SWE,Jan Calvert,,,,,,,,,,
SWE,Jan Ferm,,,,,,,,,,
SWE,Jan Thews,,,,,,,,,,
SWE,Jana Hastenpflug,,,,,,,,,,
SWE,Jesper Fowelin,,,,,,,,,,
SWE,Jesper Wallin,,,,,,,,,,
SWE,Joakim Peterson,,,,,,,,,,
SWE,Johan Arvedson,,,,,,,,,,
SWE,Johan Calvert,,,,,,,,,,
SWE,Johan Heander,,,,,,,,,,
SWE,Johan Johansson,,,,,,,,,,
SWE,Johan Röök,,,,,,,,,,
SWE,Johan Strömdahl,,,,,,,,,,
SWE,Johannes Prison,,,,,,,,,,
SWE,Jonas Palmkvist,,,,,,,,,,
SWE,Jörgen Ohlson,,,,,,,,,,
SWE,Julia Wännerdahl,,,,,,,,,,
SWE,Kalle Thews,,,,,,,,,,
SWE,Karin Storm,,,,,,,,,,
SWE,Karl-Aage Reerslev,,,,,,,,,,
SWE,Karl-Erik Nilsson,,,,,,,,,,
SWE,Karl-Otto Strömberg,,,,,,,,,,
SWE,Katarina Engström,,,,,,,,,,
SWE,Katharina Berggren,,,,,,,,,,
SWE,Kent Högberg,,,,,,,,,,
SWE,Kjell Lidman,,,,,,,,,,
SWE,Knut Hastenpflug,,,,,,,,,,
SWE,Krister Bergström,,,,,,,,,,
SWE,Lars Bjerke,,,,,,,,,,
SWE,Lars Edström,,,,,,,,,,
SWE,Lars Hultgren,,,,,,,,,,
SWE,Lars Larsson,,,,,,,,,,
SWE,Lars Lexell,,,,,,,,,,
SWE,Lars Lindgren,,,,,,,,,,
SWE,Lars Magnusson,,,,,,,,,,
SWE,Lars Stugemo,,,,,,,,,,
SWE,Lars Wester,,,,,,,,,,
SWE,Lars Yngfors,,,,,,,,,,
SWE,Lasse Norberg,,,,,,,,,,
SWE,Leif Danielsson,,,,,,,,,,
SWE,Lennart Andersson,,,,,,,,,,
SWE,Louis Wrede,,,,,,,,,,
SWE,Ludwig Moberg,,,,,,,,,,
SWE,Magnus Groth,,,,,,,,,,
SWE,Magnus Molin,,,,,,,,,,
SWE,Magnus Nilsson,,,,,,,,,,
SWE,Malin Broberg,,,,,,,,,,
SWE,Malin Vångfors,,,,,,,,,,
SWE,Marcus Haas,,,,,,,,,,
SWE,Martin Bergström,,,,,,,,,,
SWE,Martin Persson,,,,,,,,,,
SWE,Martin Westerdahl,,,,,,,,,,
SWE,Mathis Ruedi,,,,,,,,,,
SWE,Mats Bylander,,,,,,,,,,
SWE,Mats Lindgren,,,,,,,,,,
SWE,Mattias Stenqvist,,,,,,,,,,
SWE,Mattias Stenqvistt,,,,,,,,,,
SWE,Mikael Ahrbom,,,,,,,,,,
SWE,Mikael Gustavsson,,,,,,,,,,
SWE,Niclas Ericsson,,,,,,,,,,
SWE,Niclas Möller,,,,,,,,,,
SWE,Niklas Beckvid,,,,,,,,,,
SWE,Niklas Lindhe,,,,,,,,,,
SWE,Niklas Philipson,,,,,,,,,,
SWE,Olle Wenrup,,,,,,,,,,
SWE,Olof Bengtsson,,,,,,,,,,
SWE,Oscar Ångervall,,,,,,,,,,
SWE,Oskar Lundberg,,,,,,,,,,
SWE,Patric Wollmersson,,,,,,,,,,
SWE,Pelle Båth,,,,,,,,,,
SWE,Pelle Norberg,,,,,,,,,,
SWE,Per Kjellberg,,,,,,,,,,
SWE,Per Oskarsson,,,,,,,,,,
SWE,Per Wennersten,,,,,,,,,,
SWE,Per Wester,,,,,,,,,,
SWE,Per-Anders Hallberg,,,,,,,,,,
SWE,Per-Eric Thörnström,,,,,,,,,,
SWE,Peter Andersson,,,,,,,,,,
SWE,Peter Bökmark,,,,,,,,,,
SWE,Peter Lundqvist,,,,,,,,,,
SWE,Peter Sandsjö,,,,,,,,,,
SWE,Petter Nilsson,,,,,,,,,,
SWE,Petter Norrgren,,,,,,,,,,
SWE,Philipp Frisch,,,,,,,,,,
SWE,Pia Åhlund,,,,,,,,,,
SWE,Pia Wennersten,,,,,,,,,,
SWE,Rasmus Tengblad,,,,,,,,,,
SWE,Ray Larsson,,,,,,,,,,
SWE,Reine Andersson,,,,,,,,,,
SWE,Rikard Isby,,,,,,,,,,
SWE,Rikard Johansson,,,,,,,,,,
SWE,Rita Cording,,,,,,,,,,
SWE,Robert Larsson,,,,,,,,,,
SWE,Robin Eliasson,,,,,,,,,,
SWE,Roy Wedin,,,,,,,,,,
SWE,Staffan Eklund,,,,,,,,,,
SWE,Staffan Strömberg,,,,,,,,,,
SWE,Stefan Blidner,,,,,,,,,,
SWE,Stefan Eriksson,,,,,,,,,,
SWE,Stefan Lundqvist,,,,,,,,,,
SWE,Stefan Sjöström,,,,,,,,,,
SWE,Sven Flood,,,,,,,,,,
SWE,Sven Karlsson,,,,,,,,,,
SWE,Therese Torgesson,,,,,,,,,,
SWE,Thomas Jaxing,,,,,,,,,,
SWE,Thomas Jönsson,,,,,,,,,,
SWE,Thomas K. Lundberg,,,,,,,,,,
SWE,Thomas Lundberg,,,,,,,,,,
SWE,Thomas Moss,,,,,,,,,,
SWE,Thomas Rudewald,,,,,,,,,,
SWE,Tobias Bretschneider,,,,,,,,,,
SWE,Tom Hastenpflug,,,,,,,,,,
SWE,Tomas Berg,,,,,,,,,,
SWE,Tomas Franzén,,,,,,,,,,
SWE,Tomas Grundel,,,,,,,,,,
SWE,Tomas Gustafsson,,,,,,,,,,
SWE,Tomas Gustavsson,,,,,,,,,,
SWE,Tomas Jaxing,,,,,,,,,,
SWE,Ton Törm,,,,,,,,,,
SWE,Toni Hastenpflug,,,,,,,,,,
SWE,Torbjörn Linderson,,,,,,,,,,
SWE,Tord Lawner,,,,,,,,,,
SWE,Tore Reinhold,,,,,,,,,,
SWE,Ulf Andersson,,,,,,,,,,
SWE,Viktor Wecke,,,,,,,,,,
SWE,Wilhelm Johannisson,,,,,,,,,,
USA,Adam Lowry,,,,,,,,,,
USA,Adam Wolnikowski,,,,,,,,,,
USA,Alan Freedman,,,,,,,,,,
USA,Alan Norman,,,,,,,,,,
USA,Alex Simanis,,,,,,,,,,
USA,"Alexander ""Ali"" Meller",,,,,,,,,,
USA,Alexander Mehran,,,,,,,,,,
USA,Alexander Tong,,,,,,,,,,
USA,Alexander Young,,,,,,,,,,
USA,Alexandre Laussu,,,,,,,,,,
USA,Alexia Fischer,,,,,,,,,,
USA,Alexia Fisher,,,,,,,,,,
USA,Allan Johnson,,,,,,,,,,
USA,Alyce Flanagan,,,,,,,,,,
USA,Amie Huebner,,,,,,,,,,
USA,Andrew Chadwick,,,,,,,,,,
USA,Andrew Cole,,,,,,,,,,
USA,Andrew Estcourt,,,,,,,,,,
USA,Andrew Gassman,,,,,,,,,,
USA,Andrew Hamilton,,,,,,,,,,
USA,Andrew Jones,,,,,,,,,,
USA,Andrew Schoene,,,,,,,,,,
USA,Andrew Sutton,,,,,,,,,,
USA,Andrew Zinn,,,,,,,,,,
USA,Andy Beeckman,,,,,,,,,,
USA,Andy Burrill,,,,,,,,,,
USA,Andy Forman,,,,,,,,,,
USA,Andy Weisner,,,,,,,,,,
USA,Andy Zinn,,,,,,,,,,
USA,Angela Breeden,,,,,,,,,,
USA,Angela Thompson,,,,,,,,,,
USA,Anna Patterson,,,,,,,,,,
USA,Anne Fitzpatrick,,,,,,,,,,
USA,Annie Fitzpatrick,,,,,,,,,,
USA,Anthony Cockayne,,,,,,,,,,
USA,Antoine Laussu,,,,,,,,,,
USA,Arnaud Lucas,,,,,,,,,,
USA,Ashley Lyon,,,,,,,,,,
USA,Augie Diaz,,,,,,,,,,
USA,Austin Powers,,,,,,,,,,
USA,Barney Harris,,,,,,,,,,
USA,Barret Rhodes,,,,,,,,,,
USA,Barry Kuehl,,,,,,,,,,
USA,Bart Hackworth,,,,,,,,,,
USA,Ben Benjamin,,,,,,,,,,
USA,Ben Komar,,,,,,,,,,
USA,Ben Moon,,,,,,,,,,
USA,Bill Gross,,,,,,,,,,
USA,Bill Jenkins,,,,,,,,,,
USA,Bill Kenney,,,,,,,,,,
USA,Bill McKinney,,,,,,,,,,
USA,Bill Platt,,,,,,,,,,
USA,Bill Smith,,,,,,,,,,
USA,Bob Conrad,,,,,,,,,,
USA,Bob Patterson,,,,,,,,,,
USA,Bob Rinker,,,,,,,,,,
USA,Bob Williams,,,,,,,,,,
USA,Bob Wondolleck,,,,,,,,,,
USA,Bobby Noyes,,,,,,,,,,
USA,Brandon Charif,,,,,,,,,,
USA,Brendan Heussler,,,,,,,,,,
USA,Brent Campbell,,,,,,,,,,
USA,Brian Haines,,,,,,,,,,
USA,Brian Huntsman,,,,,,,,,,
USA,Brian Jones,,,,,,,,,,
USA,Brian Richmond,,,,,,,,,,
USA,Brian Smart,,,,,,,,,,
USA,Bruce Ayres,,,,,,,,,,
USA,Bruce Edwards,,,,,,,,,,
USA,Bruce Fleming,,,,,,,,,,
USA,Bruce Heckman,,,,,,,,,,
USA,Bryan Largay,,,,,,,,,,
USA,Cameron Lewis,,,,,,,,,,
USA,Carisa Harris,,,,,,,,,,
USA,Carl Smit,Eastport Yacht Club,,1971,,,,,,,
USA,Carlos Linares,,,,,,,,,,
USA,Carrie Jones,,,,,,,,,,
USA,Carrisa Harris,,,,,,,,,,
USA,Carson Turowski,,,,,,,,,,
USA,Catherine Brady,,,,,,,,,,
USA,Catherine Guiader,,,,,,,,,,
USA,Chad Atkins,,,,,,,,,,
USA,Charles Twardy,,,,,,,,,,
USA,Chase Hillyer,,,,,,,,,,
USA,Chris Behm,,,,,,,,,,
USA,Chris Brady,,,,,,,,,,
USA,Chris Burd,,,,,,,,,,
USA,Chris Freye,,,,,,,,,,
USA,Chris Gorton,,,,,,,,,,
USA,Chris Harvey,,,,,,,,,,
USA,Chris Jackson,,,,,,,,,,
USA,Chris Junge,,,,,,,,,,
USA,Chris Kirby,,,,,,,,,,
USA,Chris Tackas,,,,,,,,,,
USA,Chris Tuggle,,,,,,,,,,
USA,Chris Watson,,,,,,,,,,
USA,Chris Woods,,,,,,,,,,
USA,Chris Yindra,,,,,,,,,,
USA,Christian Antoni,,,,,,,,,,
USA,Christian Rasmussen,,,,,,,,,,
USA,Christina Rhoades,,,,,,,,,,
USA,Christopher Hubbard,,,,,,,,,,
USA,Christopher O'Leary,,,,,,,,,,
USA,Christopher Pfrang,,,,,,,,,,
USA,Chuck Allan,,,,,,,,,,
USA,Clark Hayes,,,,,,,,,,
USA,Clayton James,,,,,,,,,,
USA,Cody Kowalski,,,,,,,,,,
USA,Colin Campbell,,,,,,,,,,
USA,Colin Dunphy,,,,,,,,,,
USA,Colin Robertson,,,,,,,,,,
USA,Collin Linehan,,,,,,,,,,
USA,Cory Schillaci,,,,,,,,,,
USA,Courtney Starks,,,,,,,,,,
USA,Craig Collins,,,,,,,,,,
USA,Craig Coltharpe,,,,,,,,,,
USA,Craig McMinn,,,,,,,,,,
USA,Craig Schumpert,,,,,,,,,,
USA,Dalton Bergan,,,,,,,,,,
USA,Dan Herlihy,,,,,,,,,,
USA,Dan Kaseler,,,,,,,,,,
USA,Dan Treadwell,,,,,,,,,,
USA,Daniel Thompson,,,,,,,,,,
USA,"Dave ""bruce"" Smith",,,,,,,,,,
USA,Dave Dyson,,,,,,,,,,
USA,Dave Vickland,,,,,,,,,,
USA,Dave Zetti,,,,,,,,,,
USA,David Chatham,,,,,,,,,,
USA,David Fagen,,,,,,,,,,
USA,David Kirkpatrick,,,,,,,,,,
USA,David Meleney,,,,,,,,,,
USA,David Neal,,,,,,,,,,
USA,David Penfield,,,,,,,,,,
USA,David Shelton,,,,,,,,,,
USA,David Stetson,,,,,,,,,,
USA,Dennis Surtees,,,,,,,,,,
USA,Dick Deaver,,,,,,,,,,
USA,Dick Hamilton,,,,,,,,,,
USA,Dominic Marchal,,,,,,,,,,
USA,Don Ayres,,,,,,,,,,
USA,Don Downing,,,,,,,,,,
USA,Doug Loup,,,,,,,,,,
USA,Douglas Amthor,,,,,,,,,,
USA,Douglas McKeige,,,,,,,,,,
USA,Douglas McKeigh,,,,,,,,,,
USA,Duane Delfosse,,,,,,,,,,
USA,Duncan Skinner,,,,,,,,,,
USA,Dustin Romey,,,,,,,,,,
USA,Dylan Breton,,,,,,,,,,
USA,Eben Russell,,,,,,,,,,
USA,Edward Conrads,,,,,,,,,,
USA,Edward Tillinghast,,,,,,,,,,
USA,Ellen Ablow,,,,,,,,,,
USA,Eric Anderson,,,,,,,,,,
USA,Eric Chase,,,,,,,,,,
USA,Eric Gunderson,,,,,,,,,,
USA,Eric Knight,,,,,,,,,,
USA,Erik Boothe,,,,,,,,,,
USA,Erik Coburn,,,,,,,,,,
USA,Ervin Grove,,,,,,,,,,
USA,Ethan Bixby,,,,,,,,,,
USA,Euan McNicol,,,,,,,,,,
USA,Evan Diola,,,,,,,,,,
USA,Frank Thompson,,,,,,,,,,
USA,Franklin Thompson,,,,,,,,,,
USA,Gabe Hill,,,,,,,,,,
USA,Gabriel Watson,,,,,,,,,,
USA,Gareth Fletcher,,,,,,,,,,
USA,Gareth Williams,,,,,,,,,,
USA,Gary Knapp,,,,,,,,,,
USA,Gary Ruggles,,,,,,,,,,
USA,Gary Van Tassel,,,,,,,,,,
USA,Gary Van Tassel jr.,,,,,,,,,,
USA,Geoff Cashman,,,,,,,,,,
USA,Geoff Ewenson,,,1970-07-13,,,2020-10-14,,,,
USA,Geoff Gales,,,,,,,,,,
USA,George Iverson,,,,,,,,,,
USA,Gerard Kivney,,,,,,,,,,
USA,Gina Scott,,,,,,,,,,
USA,Grace Olsen,,,,,,,,,,
USA,Graham Alexander,,,,,,,,,,
USA,Graham Shelter,,,,,,,,,,
USA,Greg Davis,,,,,,,,,,
USA,Greg Gump,,,,,,,,,,
USA,Greg Schuster,,,,,,,,,,
USA,Gretchen Esbensen,,,,,,,,,,
USA,Gris Bettle,,,,,,,,,,
